EMS_0004,EMS_1126,EMS_0107,Limit
5,17,75,0.2
5,17,100,0.2
5,17,125,0.2
5,17,150,0.2
5,17,175,0.2
5,17,200,0.2
5,17,225,0.2
5,17,243,0.2
5,18,8,0.2
5,18,25,0.2
5,18,50,0.2
5,18,75,0.2
5,18,100,0.2
5,18,125,0.2
5,18,150,0.2
5,18,175,0.2
5,18,200,0.2
5,18,225,0.2
5,18,243,0.2
5,19,8,0.2
5,19,25,0.2
5,19,50,0.2
5,19,75,0.2
5,19,100,0.2
5,19,125,0.2
5,19,150,0.2
5,19,175,0.2
5,19,200,0.2
5,19,225,0.2
5,19,243,0.2
5,20,8,0.2
5,20,25,0.2
5,20,50,0.2
5,20,75,0.2
5,20,100,0.2
5,20,125,0.2
5,20,150,0.2
5,20,175,0.2
5,20,200,0.2
5,20,225,0.2
5,20,243,0.2
5.2,0.05,8,0.2
5.2,0.05,25,0.2
5.2,0.05,50,0.2
5.2,0.05,75,0.2
5.2,0.05,100,0.2
5.2,0.05,125,0.2
5.2,0.05,150,0.2
5.2,0.05,175,0.2
5.2,0.05,200,0.2
5.2,0.05,225,0.2
5.2,0.05,243,0.2
5.2,1,8,0.2
5.2,1,25,0.2
5.2,1,50,0.2
5.2,1,75,0.2
5.2,1,100,0.2
5.2,1,125,0.2
5.2,1,150,0.2
5.2,1,175,0.2
5.2,1,200,0.2
5.2,1,225,0.2
5.2,1,243,0.2
5.2,2,8,0.2
5.2,2,25,0.2
5.2,2,50,0.2
5.2,2,75,0.2
5.2,2,100,0.2
5.2,2,125,0.2
5.2,2,150,0.2
5.2,2,175,0.2
5.2,2,200,0.2
5.2,2,225,0.2
5.2,2,243,0.2
5.2,3,8,0.2
5.2,3,25,0.2
5.2,3,50,0.2
5.2,3,75,0.2
5.2,3,100,0.2
5.2,3,125,0.2
5.2,3,150,0.2
5.2,3,175,0.2
5.2,3,200,0.2
5.2,3,225,0.2
5.2,3,243,0.2
5.2,4,8,0.2
5.2,4,25,0.2
5.2,4,50,0.2
5.2,4,75,0.2
5.2,4,100,0.2
5.2,4,125,0.2
5.2,4,150,0.2
5.2,4,175,0.2
5.2,4,200,0.2
5.2,4,225,0.2
5.2,4,243,0.2
5.2,5,8,0.2
5.2,5,25,0.2
5.2,5,50,0.2
5.2,5,75,0.2
5.2,5,100,0.2
5.2,5,125,0.2
5.2,5,150,0.2
5.2,5,175,0.2
5.2,5,200,0.2
5.2,5,225,0.2
5.2,5,243,0.2
5.2,6,8,0.2
5.2,6,25,0.2
5.2,6,50,0.2
5.2,6,75,0.2
5.2,6,100,0.2
5.2,6,125,0.2
5.2,6,150,0.2
5.2,6,175,0.2
5.2,6,200,0.2
5.2,6,225,0.2
5.2,6,243,0.2
5.2,7,8,0.2
5.2,7,25,0.2
5.2,7,50,0.2
5.2,7,75,0.2
5.2,7,100,0.2
5.2,7,125,0.2
5.2,7,150,0.2
5.2,7,175,0.2
5.2,7,200,0.2
5.2,7,225,0.2
5.2,7,243,0.2
5.2,8,8,0.2
5.2,8,25,0.2
5.2,8,50,0.2
5.2,8,75,0.2
5.2,8,100,0.2
5.2,8,125,0.2
5.2,8,150,0.2
5.2,8,175,0.2
5.2,8,200,0.2
5.2,8,225,0.2
5.2,8,243,0.2
5.2,9,8,0.2
5.2,9,25,0.2
5.2,9,50,0.2
5.2,9,75,0.2
5.2,9,100,0.2
5.2,9,125,0.2
5.2,9,150,0.2
5.2,9,175,0.2
5.2,9,200,0.2
5.2,9,225,0.2
5.2,9,243,0.2
5.2,10,8,0.2
5.2,10,25,0.2
5.2,10,50,0.2
5.2,10,75,0.2
5.2,10,100,0.2
5.2,10,125,0.2
5.2,10,150,0.2
5.2,10,175,0.2
5.2,10,200,0.2
5.2,10,225,0.2
5.2,10,243,0.2
5.2,11,8,0.2
5.2,11,25,0.2
5.2,11,50,0.2
5.2,11,75,0.2
5.2,11,100,0.2
5.2,11,125,0.2
5.2,11,150,0.2
5.2,11,175,0.2
5.2,11,200,0.2
5.2,11,225,0.2
5.2,11,243,0.2
5.2,12,8,0.2
5.2,12,25,0.2
5.2,12,50,0.2
5.2,12,75,0.2
5.2,12,100,0.2
5.2,12,125,0.2
5.2,12,150,0.2
5.2,12,175,0.2
5.2,12,200,0.2
5.2,12,225,0.2
5.2,12,243,0.2
5.2,13,8,0.2
5.2,13,25,0.2
5.2,13,50,0.2
5.2,13,75,0.2
5.2,13,100,0.2
5.2,13,125,0.2
5.2,13,150,0.2
5.2,13,175,0.2
5.2,13,200,0.2
5.2,13,225,0.2
5.2,13,243,0.2
5.2,14,8,0.2
5.2,14,25,0.2
5.2,14,50,0.2
5.2,14,75,0.2
5.2,14,100,0.2
5.2,14,125,0.2
5.2,14,150,0.2
5.2,14,175,0.2
5.2,14,200,0.2
5.2,14,225,0.2
5.2,14,243,0.2
5.2,15,8,0.2
5.2,15,25,0.2
5.2,15,50,0.2
5.2,15,75,0.2
5.2,15,100,0.2
5.2,15,125,0.2
5.2,15,150,0.2
5.2,15,175,0.2
5.2,15,200,0.2
5.2,15,225,0.2
5.2,15,243,0.2
5.2,16,8,0.2
5.2,16,25,0.2
5.2,16,50,0.2
5.2,16,75,0.2
5.2,16,100,0.2
5.2,16,125,0.2
5.2,16,150,0.2
5.2,16,175,0.2
5.2,16,200,0.2
5.2,16,225,0.2
5.2,16,243,0.2
5.2,17,8,0.2
5.2,17,25,0.2
5.2,17,50,0.2
5.2,17,75,0.2
5.2,17,100,0.2
5.2,17,125,0.2
5.2,17,150,0.2
5.2,17,175,0.2
5.2,17,200,0.2
5.2,17,225,0.2
5.2,17,243,0.2
5.2,18,8,0.2
5.2,18,25,0.2
5.2,18,50,0.2
5.2,18,75,0.2
5.2,18,100,0.2
5.2,18,125,0.2
5.2,18,150,0.2
5.2,18,175,0.2
5.2,18,200,0.2
5.2,18,225,0.2
5.2,18,243,0.2
5.2,19,8,0.2
5.2,19,25,0.2
5.2,19,50,0.2
5.2,19,75,0.2
5.2,19,100,0.2
5.2,19,125,0.2
5.2,19,150,0.2
5.2,19,175,0.2
5.2,19,200,0.2
5.2,19,225,0.2
5.2,19,243,0.2
5.2,20,8,0.2
5.2,20,25,0.2
5.2,20,50,0.2
5.2,20,75,0.2
5.2,20,100,0.2
5.2,20,125,0.2
5.2,20,150,0.2
5.2,20,175,0.2
5.2,20,200,0.2
5.2,20,225,0.2
5.2,20,243,0.2
5.4,0.05,8,0.2
5.4,0.05,25,0.2
5.4,0.05,50,0.2
5.4,0.05,75,0.2
5.4,0.05,100,0.2
5.4,0.05,125,0.2
5.4,0.05,150,0.2
5.4,0.05,175,0.2
5.4,0.05,200,0.2
5.4,0.05,225,0.2
5.4,0.05,243,0.2
5.4,1,8,0.2
5.4,1,25,0.2
5.4,1,50,0.2
5.4,1,75,0.2
5.4,1,100,0.2
5.4,1,125,0.2
5.4,1,150,0.2
5.4,1,175,0.2
5.4,1,200,0.2
5.4,1,225,0.2
5.4,1,243,0.2
5.4,2,8,0.2
5.4,2,25,0.2
5.4,2,50,0.2
5.4,2,75,0.2
5.4,2,100,0.2
5.4,2,125,0.2
5.4,2,150,0.2
5.4,2,175,0.2
5.4,2,200,0.2
5.4,2,225,0.2
5.4,2,243,0.2
5.4,3,8,0.2
5.4,3,25,0.2
5.4,3,50,0.2
5.4,3,75,0.2
5.4,3,100,0.2
5.4,3,125,0.2
5.4,3,150,0.2
5.4,3,175,0.2
5.4,3,200,0.2
5.4,3,225,0.2
5.4,3,243,0.2
5.4,4,8,0.2
5.4,4,25,0.2
5.4,4,50,0.2
5.4,4,75,0.2
5.4,4,100,0.2
5.4,4,125,0.2
5.4,4,150,0.2
5.4,4,175,0.2
5.4,4,200,0.2
5.4,4,225,0.2
5.4,4,243,0.2
5.4,5,8,0.2
5.4,5,25,0.2
5.4,5,50,0.2
5.4,5,75,0.2
5.4,5,100,0.2
5.4,5,125,0.2
5.4,5,150,0.2
5.4,5,175,0.2
5.4,5,200,0.2
5.4,5,225,0.2
5.4,5,243,0.2
5.4,6,8,0.2
5.4,6,25,0.2
5.4,6,50,0.2
5.4,6,75,0.2
5.4,6,100,0.2
5.4,6,125,0.2
5.4,6,150,0.2
5.4,6,175,0.2
5.4,6,200,0.2
5.4,6,225,0.2
5.4,6,243,0.2
5.4,7,8,0.2
5.4,7,25,0.2
5.4,7,50,0.2
5.4,7,75,0.2
5.4,7,100,0.2
5.4,7,125,0.2
5.4,7,150,0.2
5.4,7,175,0.2
5.4,7,200,0.2
5.4,7,225,0.2
5.4,7,243,0.2
5.4,8,8,0.2
5.4,8,25,0.2
5.4,8,50,0.2
5.4,8,75,0.2
5.4,8,100,0.2
5.4,8,125,0.2
5.4,8,150,0.2
5.4,8,175,0.2
5.4,8,200,0.2
5.4,8,225,0.2
5.4,8,243,0.2
5.4,9,8,0.2
5.4,9,25,0.2
5.4,9,50,0.2
5.4,9,75,0.2
5.4,9,100,0.2
5.4,9,125,0.2
5.4,9,150,0.2
5.4,9,175,0.2
5.4,9,200,0.2
5.4,9,225,0.2
5.4,9,243,0.2
5.4,10,8,0.2
5.4,10,25,0.2
5.4,10,50,0.2
5.4,10,75,0.2
5.4,10,100,0.2
5.4,10,125,0.2
5.4,10,150,0.2
5.4,10,175,0.2
5.4,10,200,0.2
5.4,10,225,0.2
5.4,10,243,0.2
5.4,11,8,0.2
5.4,11,25,0.2
5.4,11,50,0.2
5.4,11,75,0.2
5.4,11,100,0.2
5.4,11,125,0.2
5.4,11,150,0.2
5.4,11,175,0.2
5.4,11,200,0.2
5.4,11,225,0.2
5.4,11,243,0.2
5.4,12,8,0.2
5.4,12,25,0.2
5.4,12,50,0.2
5.4,12,75,0.2
5.4,12,100,0.2
5.4,12,125,0.2
5.4,12,150,0.2
5.4,12,175,0.2
5.4,12,200,0.2
5.4,12,225,0.2
5.4,12,243,0.2
5.4,13,8,0.2
5.4,13,25,0.2
5.4,13,50,0.2
5.4,13,75,0.2
5.4,13,100,0.2
5.4,13,125,0.2
5.4,13,150,0.2
5.4,13,175,0.2
5.4,13,200,0.2
5.4,13,225,0.2
5.4,13,243,0.2
5.4,14,8,0.2
5.4,14,25,0.2
5.4,14,50,0.2
5.4,14,75,0.2
5.4,14,100,0.2
5.4,14,125,0.2
5.4,14,150,0.2
5.4,14,175,0.2
5.4,14,200,0.2
5.4,14,225,0.2
5.4,14,243,0.2
5.4,15,8,0.2
5.4,15,25,0.2
5.4,15,50,0.2
5.4,15,75,0.2
5.4,15,100,0.2
5.4,15,125,0.2
5.4,15,150,0.2
5.4,15,175,0.2
5.4,15,200,0.2
5.4,15,225,0.2
5.4,15,243,0.2
5.4,16,8,0.2
5.4,16,25,0.2
5.4,16,50,0.2
5.4,16,75,0.2
5.4,16,100,0.2
5.4,16,125,0.2
5.4,16,150,0.2
5.4,16,175,0.2
5.4,16,200,0.2
5.4,16,225,0.2
5.4,16,243,0.2
5.4,17,8,0.2
5.4,17,25,0.2
5.4,17,50,0.2
5.4,17,75,0.2
5.4,17,100,0.2
5.4,17,125,0.2
5.4,17,150,0.2
5.4,17,175,0.2
5.4,17,200,0.2
5.4,17,225,0.2
5.4,17,243,0.2
5.4,18,8,0.2
5.4,18,25,0.2
5.4,18,50,0.2
5.4,18,75,0.2
5.4,18,100,0.2
5.4,18,125,0.2
5.4,18,150,0.2
5.4,18,175,0.2
5.4,18,200,0.2
5.4,18,225,0.2
5.4,18,243,0.2
5.4,19,8,0.2
5.4,19,25,0.2
5.4,19,50,0.2
5.4,19,75,0.2
5.4,19,100,0.2
5.4,19,125,0.2
5.4,19,150,0.2
5.4,19,175,0.2
5.4,19,200,0.2
5.4,19,225,0.2
5.4,19,243,0.2
5.4,20,8,0.2
5.4,20,25,0.2
5.4,20,50,0.2
5.4,20,75,0.2
5.4,20,100,0.2
5.4,20,125,0.2
5.4,20,150,0.2
5.4,20,175,0.2
5.4,20,200,0.2
5.4,20,225,0.2
5.4,20,243,0.2
5.6,0.05,8,0.2
5.6,0.05,25,0.2
5.6,0.05,50,0.2
5.6,0.05,75,0.2
5.6,0.05,100,0.2
5.6,0.05,125,0.2
5.6,0.05,150,0.2
5.6,0.05,175,0.2
5.6,0.05,200,0.2
5.6,0.05,225,0.2
5.6,0.05,243,0.2
5.6,1,8,0.2
5.6,1,25,0.2
5.6,1,50,0.2
5.6,1,75,0.2
5.6,1,100,0.2
5.6,1,125,0.2
5.6,1,150,0.2
5.6,1,175,0.2
5.6,1,200,0.2
5.6,1,225,0.2
5.6,1,243,0.2
5.6,2,8,0.2
5.6,2,25,0.2
5.6,2,50,0.2
5.6,2,75,0.2
5.6,2,100,0.2
5.6,2,125,0.2
5.6,2,150,0.2
5.6,2,175,0.2
5.6,2,200,0.2
5.6,2,225,0.2
5.6,2,243,0.2
5.6,3,8,0.2
5.6,3,25,0.2
5.6,3,50,0.2
5.6,3,75,0.2
5.6,3,100,0.2
5.6,3,125,0.2
5.6,3,150,0.2
5.6,3,175,0.2
5.6,3,200,0.2
5.6,3,225,0.2
5.6,3,243,0.2
5.6,4,8,0.2
5.6,4,25,0.2
5.6,4,50,0.2
5.6,4,75,0.2
5.6,4,100,0.2
5.6,4,125,0.2
5.6,4,150,0.2
5.6,4,175,0.2
5.6,4,200,0.2
5.6,4,225,0.2
5.6,4,243,0.2
5.6,5,8,0.2
5.6,5,25,0.2
5.6,5,50,0.2
5.6,5,75,0.2
5.6,5,100,0.2
5.6,5,125,0.2
5.6,5,150,0.2
5.6,5,175,0.2
5.6,5,200,0.2
5.6,5,225,0.2
5.6,5,243,0.2
5.6,6,8,0.2
5.6,6,25,0.2
5.6,6,50,0.2
5.6,6,75,0.2
5.6,6,100,0.2
5.6,6,125,0.2
5.6,6,150,0.2
5.6,6,175,0.2
5.6,6,200,0.2
5.6,6,225,0.2
5.6,6,243,0.2
5.6,7,8,0.2
5.6,7,25,0.2
5.6,7,50,0.2
5.6,7,75,0.2
5.6,7,100,0.2
5.6,7,125,0.2
5.6,7,150,0.2
5.6,7,175,0.2
5.6,7,200,0.2
5.6,7,225,0.2
5.6,7,243,0.2
5.6,8,8,0.2
5.6,8,25,0.2
5.6,8,50,0.2
5.6,8,75,0.2
5.6,8,100,0.2
5.6,8,125,0.2
5.6,8,150,0.2
5.6,8,175,0.2
5.6,8,200,0.2
5.6,8,225,0.2
5.6,8,243,0.2
5.6,9,8,0.2
5.6,9,25,0.2
5.6,9,50,0.2
5.6,9,75,0.2
5.6,9,100,0.2
5.6,9,125,0.2
5.6,9,150,0.2
5.6,9,175,0.2
5.6,9,200,0.2
5.6,9,225,0.2
5.6,9,243,0.2
5.6,10,8,0.2
5.6,10,25,0.2
5.6,10,50,0.2
5.6,10,75,0.2
5.6,10,100,0.2
5.6,10,125,0.2
5.6,10,150,0.2
5.6,10,175,0.2
5.6,10,200,0.2
5.6,10,225,0.2
5.6,10,243,0.2
5.6,11,8,0.2
5.6,11,25,0.2
5.6,11,50,0.2
5.6,11,75,0.2
5.6,11,100,0.2
5.6,11,125,0.2
5.6,11,150,0.2
5.6,11,175,0.2
5.6,11,200,0.2
5.6,11,225,0.2
5.6,11,243,0.2
5.6,12,8,0.2
5.6,12,25,0.2
5.6,12,50,0.2
5.6,12,75,0.2
5.6,12,100,0.2
5.6,12,125,0.2
5.6,12,150,0.2
5.6,12,175,0.2
5.6,12,200,0.2
5.6,12,225,0.2
5.6,12,243,0.2
5.6,13,8,0.2
5.6,13,25,0.2
5.6,13,50,0.2
5.6,13,75,0.2
5.6,13,100,0.2
5.6,13,125,0.2
5.6,13,150,0.2
5.6,13,175,0.2
5.6,13,200,0.2
5.6,13,225,0.2
5.6,13,243,0.2
5.6,14,8,0.2
5.6,14,25,0.2
5.6,14,50,0.2
5.6,14,75,0.2
5.6,14,100,0.2
5.6,14,125,0.2
5.6,14,150,0.2
5.6,14,175,0.2
5.6,14,200,0.2
5.6,14,225,0.2
5.6,14,243,0.2
5.6,15,8,0.2
5.6,15,25,0.2
5.6,15,50,0.2
5.6,15,75,0.2
5.6,15,100,0.2
5.6,15,125,0.2
5.6,15,150,0.2
5.6,15,175,0.2
5.6,15,200,0.2
5.6,15,225,0.2
5.6,15,243,0.2
5.6,16,8,0.2
5.6,16,25,0.2
5.6,16,50,0.2
5.6,16,75,0.2
5.6,16,100,0.2
5.6,16,125,0.2
5.6,16,150,0.2
5.6,16,175,0.2
5.6,16,200,0.2
5.6,16,225,0.2
5.6,16,243,0.2
5.6,17,8,0.2
5.6,17,25,0.2
5.6,17,50,0.2
5.6,17,75,0.2
5.6,17,100,0.2
5.6,17,125,0.2
5.6,17,150,0.2
5.6,17,175,0.2
5.6,17,200,0.2
5.6,17,225,0.2
5.6,17,243,0.2
5.6,18,8,0.2
5.6,18,25,0.2
5.6,18,50,0.2
5.6,18,75,0.2
5.6,18,100,0.2
5.6,18,125,0.2
5.6,18,150,0.2
5.6,18,175,0.2
5.6,18,200,0.2
5.6,18,225,0.2
5.6,18,243,0.2
5.6,19,8,0.2
5.6,19,25,0.2
5.6,19,50,0.2
5.6,19,75,0.2
5.6,19,100,0.2
5.6,19,125,0.2
5.6,19,150,0.2
5.6,19,175,0.2
5.6,19,200,0.2
5.6,19,225,0.2
5.6,19,243,0.2
5.6,20,8,0.2
5.6,20,25,0.2
5.6,20,50,0.2
5.6,20,75,0.2
5.6,20,100,0.2
5.6,20,125,0.2
5.6,20,150,0.2
5.6,20,175,0.2
5.6,20,200,0.2
5.6,20,225,0.2
5.6,20,243,0.2
5.7,0.05,8,0.2
5.7,0.05,25,0.2
5.7,0.05,50,0.2
5.7,0.05,75,0.2
5.7,0.05,100,0.2
5.7,0.05,125,0.2
5.7,0.05,150,0.2
5.7,0.05,175,0.2
5.7,0.05,200,0.2
5.7,0.05,225,0.2
5.7,0.05,243,0.2
5.7,1,8,0.2
5.7,1,25,0.2
5.7,1,50,0.2
5.7,1,75,0.2
5.7,1,100,0.2
5.7,1,125,0.2
5.7,1,150,0.2
5.7,1,175,0.2
5.7,1,200,0.2
5.7,1,225,0.2
5.7,1,243,0.2
5.7,2,8,0.2
5.7,2,25,0.2
5.7,2,50,0.2
5.7,2,75,0.2
5.7,2,100,0.2
5.7,2,125,0.2
5.7,2,150,0.2
5.7,2,175,0.2
5.7,2,200,0.2
5.7,2,225,0.2
5.7,2,243,0.2
5.7,3,8,0.2
5.7,3,25,0.2
